numero_de_cliente,Predicted
4595466,FALSE
4595523,FALSE
4595526,FALSE
4595702,FALSE
4595768,FALSE
4596123,FALSE
4596233,FALSE
4596412,FALSE
4596597,FALSE
4596720,FALSE
4597006,FALSE
4597509,FALSE
4597615,FALSE
4597628,FALSE
4597876,FALSE
4597914,FALSE
4598005,FALSE
4598508,FALSE
4598765,FALSE
4599434,FALSE
4599639,FALSE
4599679,FALSE
4599689,FALSE
4599833,FALSE
4600270,FALSE
4600747,FALSE
4601065,FALSE
4601304,FALSE
4601316,FALSE
4601401,FALSE
4601486,FALSE
4601561,FALSE
4601571,FALSE
4601781,FALSE
4601904,FALSE
4602048,FALSE
4602155,FALSE
4602221,TRUE
4602309,FALSE
4602617,FALSE
4602793,FALSE
4602912,FALSE
4602987,FALSE
4603242,FALSE
4603283,FALSE
4603798,FALSE
4603833,FALSE
4603911,FALSE
4604122,FALSE
4604150,FALSE
4604184,FALSE
4604703,FALSE
4604769,FALSE
4605061,FALSE
4605205,FALSE
4605469,FALSE
4605482,FALSE
4605523,FALSE
4605661,FALSE
4605670,FALSE
4605739,FALSE
4606076,FALSE
4606167,FALSE
4606327,FALSE
4606393,FALSE
4606440,FALSE
4606968,FALSE
4607181,FALSE
4607427,FALSE
4607508,FALSE
4607568,FALSE
4607643,FALSE
4607983,FALSE
4607995,FALSE
4608045,FALSE
4608102,FALSE
4608111,FALSE
4608297,FALSE
4608441,FALSE
4608466,FALSE
4608514,FALSE
4608517,FALSE
4608702,FALSE
4608784,FALSE
4608859,FALSE
4608865,FALSE
4608872,FALSE
4608950,FALSE
4608963,FALSE
4609019,FALSE
4609142,FALSE
4609176,FALSE
4609425,FALSE
4609538,FALSE
4609541,FALSE
4609594,FALSE
4609864,FALSE
4610182,FALSE
4610279,FALSE
4610329,FALSE
4610345,FALSE
4611143,FALSE
4611162,FALSE
4611407,FALSE
4611467,FALSE
4611476,FALSE
4611602,FALSE
4611652,FALSE
4611793,FALSE
4611928,FALSE
4612136,FALSE
4612189,FALSE
4612199,FALSE
4612290,FALSE
4612387,FALSE
4612425,FALSE
4612532,FALSE
4612601,FALSE
4612626,FALSE
4612673,FALSE
4612682,FALSE
4612739,FALSE
4612861,FALSE
4613172,FALSE
4613210,FALSE
4613342,FALSE
4613383,FALSE
4613468,FALSE
4613559,FALSE
4613892,FALSE
4614187,FALSE
4614212,FALSE
4614470,FALSE
4614583,FALSE
4614932,FALSE
4615149,FALSE
4615403,FALSE
4615412,FALSE
4615485,FALSE
4615544,FALSE
4615554,FALSE
4615576,FALSE
4615771,FALSE
4615947,FALSE
4615984,FALSE
4616069,FALSE
4616361,FALSE
4616430,FALSE
4616440,FALSE
4616503,FALSE
4616609,FALSE
4616650,FALSE
4616936,FALSE
4617008,TRUE
4617282,FALSE
4617423,FALSE
4617577,FALSE
4617583,FALSE
4617747,FALSE
4617989,FALSE
4618149,FALSE
4618300,FALSE
4618303,FALSE
4618507,FALSE
4618705,FALSE
4618749,FALSE
4618862,FALSE
4618874,FALSE
4618972,FALSE
4619223,FALSE
4619255,FALSE
4619764,FALSE
4619883,FALSE
4620272,FALSE
4620316,FALSE
4620442,FALSE
4620486,FALSE
4620565,FALSE
4620747,FALSE
4620976,FALSE
4621039,FALSE
4621089,TRUE
4621102,FALSE
4621567,FALSE
4621859,FALSE
4621862,FALSE
4621900,FALSE
4622183,FALSE
4622220,FALSE
4622223,FALSE
4622318,FALSE
4622359,FALSE
4622402,FALSE
4622418,FALSE
4622475,TRUE
4622717,FALSE
4622720,FALSE
4622820,FALSE
4622946,FALSE
4623276,FALSE
4623442,FALSE
4623502,FALSE
4623593,FALSE
4624008,FALSE
4624112,FALSE
4624177,FALSE
4624275,FALSE
4624407,FALSE
4624451,FALSE
4624529,FALSE
4624564,FALSE
4624636,FALSE
4624862,FALSE
4624900,FALSE
4624931,FALSE
4624969,FALSE
4625249,FALSE
4625286,FALSE
4625318,FALSE
4625663,FALSE
4625767,FALSE
4626056,FALSE
4626383,FALSE
4626534,FALSE
4626556,FALSE
4627423,FALSE
4627721,FALSE
4627724,FALSE
4627850,FALSE
4628340,FALSE
4628821,FALSE
4629191,FALSE
4629201,FALSE
4629521,FALSE
4629600,FALSE
4630256,FALSE
4630376,FALSE
4631007,FALSE
4631020,FALSE
4631208,FALSE
4631343,FALSE
4631469,FALSE
4631501,FALSE
4631519,FALSE
4631645,FALSE
4631780,TRUE
4631937,FALSE
4631959,FALSE
4632091,TRUE
4632176,FALSE
4632233,FALSE
4632286,FALSE
4632468,FALSE
4632666,FALSE
4632741,FALSE
4632745,FALSE
4633379,FALSE
4633392,FALSE
4633951,FALSE
4634086,FALSE
4634089,FALSE
4634488,FALSE
4634699,FALSE
4634790,FALSE
4634799,FALSE
4634849,FALSE
4634909,FALSE
4634966,FALSE
4635330,FALSE
4635352,FALSE
4635399,FALSE
4635450,FALSE
4635867,FALSE
4636009,FALSE
4636191,FALSE
4636204,FALSE
4636351,FALSE
4636383,FALSE
4636405,FALSE
4636706,FALSE
4636904,FALSE
4636907,FALSE
4637067,TRUE
4637212,FALSE
4637630,FALSE
4637743,FALSE
4637847,FALSE
4638227,FALSE
4638959,FALSE
4639000,FALSE
4639040,FALSE
4639097,FALSE
4639119,FALSE
4639138,FALSE
4639150,FALSE
4639235,FALSE
4639505,FALSE
4639549,FALSE
4639574,FALSE
4639631,FALSE
4640127,FALSE
4640240,FALSE
4640272,FALSE
4640391,FALSE
4640551,FALSE
4640602,FALSE
4640630,FALSE
4640743,FALSE
4640925,FALSE
4640928,TRUE
4641016,FALSE
4641123,FALSE
4641239,FALSE
4641268,FALSE
4641334,FALSE
4641365,FALSE
4641447,FALSE
4641554,FALSE
4641579,FALSE
4641585,FALSE
4641607,FALSE
4641664,FALSE
4641686,FALSE
4641714,FALSE
4641852,FALSE
4641902,FALSE
4642059,FALSE
4642524,FALSE
4642600,FALSE
4642622,FALSE
4643615,FALSE
4643737,FALSE
4643948,FALSE
4643957,FALSE
4644108,FALSE
4644123,FALSE
4644139,FALSE
4644274,FALSE
4644598,FALSE
4644705,FALSE
4644724,FALSE
4645000,FALSE
4645283,FALSE
4645496,FALSE
4645977,FALSE
4646081,FALSE
4646225,FALSE
4646228,FALSE
4646841,FALSE
4646995,FALSE
4647347,FALSE
4647636,FALSE
4647837,FALSE
4648010,FALSE
4648170,FALSE
4648192,FALSE
4648233,FALSE
4648550,FALSE
4648559,FALSE
4648597,FALSE
4648622,FALSE
4648660,FALSE
4648707,FALSE
4648710,FALSE
4648833,FALSE
4649304,FALSE
4649750,FALSE
4649753,FALSE
4649835,FALSE
4650259,FALSE
4650341,TRUE
4650608,FALSE
4650724,FALSE
4651104,FALSE
4651465,FALSE
4651494,FALSE
4651676,FALSE
4651817,FALSE
4651855,FALSE
4651883,FALSE
4651902,FALSE
4651996,FALSE
4652116,FALSE
4652430,FALSE
4652436,FALSE
4652577,FALSE
4652687,FALSE
4652826,FALSE
4652876,FALSE
4653112,FALSE
4653300,FALSE
4653633,FALSE
4653850,FALSE
4653884,FALSE
4654123,FALSE
4654456,FALSE
4654544,TRUE
4654720,FALSE
4654949,FALSE
4655088,FALSE
4655132,FALSE
4655135,FALSE
4655138,FALSE
4655207,FALSE
4655471,FALSE
4655483,FALSE
4655606,FALSE
4655663,FALSE
4655678,FALSE
4655681,FALSE
4655688,FALSE
4655835,FALSE
4655898,FALSE
4655974,FALSE
4656197,FALSE
4656338,FALSE
4656344,FALSE
4656373,FALSE
4656426,FALSE
4656542,FALSE
4656743,FALSE
4656756,FALSE
4656916,FALSE
4657214,FALSE
4657362,FALSE
4657607,FALSE
4657613,FALSE
4657620,FALSE
4657921,FALSE
4657934,FALSE
4658006,FALSE
4658292,FALSE
4658301,FALSE
4658744,FALSE
4659326,FALSE
4659379,FALSE
4659596,TRUE
4659599,FALSE
4659677,FALSE
4659728,FALSE
4659747,FALSE
4659794,FALSE
4659989,FALSE
4660180,FALSE
4660190,FALSE
4660300,FALSE
4660318,FALSE
4660413,FALSE
4660730,FALSE
4660742,FALSE
4661054,FALSE
4661097,FALSE
4661189,FALSE
4661616,FALSE
4661698,FALSE
4661845,FALSE
4661851,FALSE
4662364,FALSE
4662474,FALSE
4662477,FALSE
4662640,FALSE
4662741,FALSE
4662788,FALSE
4662797,FALSE
4663234,FALSE
4663350,FALSE
4663413,FALSE
4663551,FALSE
4663762,FALSE
4664079,FALSE
4664255,FALSE
4664258,FALSE
4664346,FALSE
4664578,FALSE
4664607,FALSE
4664726,FALSE
4664861,FALSE
4664980,FALSE
4665288,FALSE
4665405,FALSE
4665464,FALSE
4665851,FALSE
4665882,FALSE
4666231,FALSE
4666347,FALSE
4666536,FALSE
4666586,FALSE
4666755,FALSE
4666784,FALSE
4667453,FALSE
4667742,FALSE
4667761,FALSE
4668097,FALSE
4668100,FALSE
4668235,FALSE
4668364,FALSE
4668383,FALSE
4668443,FALSE
4668618,FALSE
4668876,FALSE
4669366,TRUE
4669448,FALSE
4669577,FALSE
4669592,FALSE
4669837,FALSE
4669907,FALSE
4670020,FALSE
4670073,FALSE
4670541,FALSE
4670582,FALSE
4670632,FALSE
4670676,FALSE
4670786,FALSE
4671037,FALSE
4671116,FALSE
4671141,FALSE
4671320,FALSE
4671430,FALSE
4671440,FALSE
4671685,FALSE
4671729,FALSE
4672087,FALSE
4672338,FALSE
4672467,FALSE
4672574,FALSE
4672677,FALSE
4672740,FALSE
4672844,FALSE
4672882,FALSE
4672944,FALSE
4673017,FALSE
4673105,FALSE
4673350,FALSE
4673384,FALSE
4673576,FALSE
4673623,FALSE
4673626,FALSE
4673755,FALSE
4673758,FALSE
4673859,FALSE
4673865,FALSE
4673965,FALSE
4674044,FALSE
4674170,FALSE
4674405,FALSE
4674430,FALSE
4674434,TRUE
4674493,FALSE
4674603,FALSE
4675508,FALSE
4675671,FALSE
4675700,FALSE
4675715,FALSE
4675772,FALSE
4676042,FALSE
4676334,FALSE
4676686,FALSE
4676853,FALSE
4676959,FALSE
4676981,FALSE
4677138,FALSE
4677176,FALSE
4677493,FALSE
4677616,FALSE
4677861,FALSE
4678307,FALSE
4678423,FALSE
4678492,FALSE
4678508,FALSE
4678530,TRUE
4678785,FALSE
4678807,FALSE
4679055,FALSE
4679256,FALSE
4679303,FALSE
4679394,FALSE
4679504,FALSE
4679539,FALSE
4679909,FALSE
4680261,FALSE
4680365,FALSE
4680610,FALSE
4680798,FALSE
4680899,FALSE
4680918,FALSE
4680927,FALSE
4680990,FALSE
4681047,TRUE
4681128,FALSE
4681235,FALSE
4681245,FALSE
4681395,FALSE
4681562,FALSE
4681634,FALSE
4681763,FALSE
4681851,FALSE
4681907,FALSE
4682090,FALSE
4682193,FALSE
4682350,FALSE
4682787,FALSE
4683051,FALSE
4683214,FALSE
4683500,FALSE
4683535,FALSE
4683604,FALSE
4683613,FALSE
4683736,FALSE
4683802,FALSE
4683814,FALSE
4683874,FALSE
4683896,FALSE
4683905,FALSE
4683937,FALSE
4684144,FALSE
4684194,FALSE
4684220,FALSE
4684292,FALSE
4684317,FALSE
4684549,FALSE
4684791,FALSE
4684958,FALSE
4685030,FALSE
4685203,FALSE
4685247,FALSE
4685297,FALSE
4685461,FALSE
4685498,FALSE
4685508,FALSE
4685583,FALSE
4685658,FALSE
4685699,FALSE
4685718,FALSE
4685734,FALSE
4685743,FALSE
4685746,FALSE
4686032,TRUE
4686051,FALSE
4686431,FALSE
4686434,FALSE
4686532,FALSE
4686592,TRUE
4686617,FALSE
4686648,FALSE
4687097,FALSE
4687107,FALSE
4687129,FALSE
4687135,FALSE
4687148,FALSE
4687295,FALSE
4687311,FALSE
4687474,FALSE
4687487,FALSE
4687503,FALSE
4687591,FALSE
4687619,FALSE
4687757,FALSE
4687993,FALSE
4688307,FALSE
4688335,FALSE
4688357,FALSE
4688379,FALSE
4688659,FALSE
4688668,FALSE
4688847,FALSE
4688872,FALSE
4688885,FALSE
4688913,FALSE
4688916,FALSE
4689205,FALSE
4689215,FALSE
4690214,FALSE
4690405,FALSE
4690562,FALSE
4690688,FALSE
4690886,FALSE
4691477,FALSE
4691543,FALSE
4691653,FALSE
4691825,TRUE
4691829,FALSE
4691844,FALSE
4691876,FALSE
4692180,FALSE
4692297,FALSE
4692344,FALSE
4692441,FALSE
4692463,FALSE
4692523,FALSE
4692630,FALSE
4692714,FALSE
4693016,FALSE
4693022,FALSE
4693214,FALSE
4693355,FALSE
4693371,TRUE
4693377,FALSE
4693380,FALSE
4693390,FALSE
4693544,FALSE
4693679,FALSE
4693692,FALSE
4694065,TRUE
4694222,FALSE
4694395,FALSE
4694577,FALSE
4694618,TRUE
4694643,FALSE
4695008,FALSE
4695074,FALSE
4695215,FALSE
4695542,FALSE
4695589,FALSE
4695630,FALSE
4695671,FALSE
4695702,FALSE
4695796,FALSE
4695837,FALSE
4695941,FALSE
4695997,FALSE
4696136,FALSE
4696158,FALSE
4696205,FALSE
4696412,TRUE
4696418,FALSE
4696440,FALSE
4696660,FALSE
4696770,FALSE
4697062,FALSE
4697128,FALSE
4697468,FALSE
4697559,FALSE
4697713,FALSE
4697732,FALSE
4697766,FALSE
4697782,FALSE
4697895,FALSE
4697961,FALSE
4698118,FALSE
4698140,FALSE
4698162,FALSE
4698269,FALSE
4698272,FALSE
4698369,FALSE
4698470,FALSE
4698809,FALSE
4698853,FALSE
4698894,FALSE
4699170,FALSE
4699284,FALSE
4699359,FALSE
4699428,FALSE
4699519,TRUE
4699525,FALSE
4699664,FALSE
4699708,FALSE
4699752,FALSE
4699796,FALSE
4699852,FALSE
4699862,FALSE
4700235,FALSE
4700424,FALSE
4700886,FALSE
4700945,FALSE
4701059,FALSE
4701062,FALSE
4701228,FALSE
4701269,FALSE
4701278,FALSE
4701338,FALSE
4701558,FALSE
4701747,TRUE
4701841,FALSE
4701878,FALSE
4702142,FALSE
4702168,FALSE
4702337,FALSE
4702529,FALSE
4702545,FALSE
4702576,FALSE
4702614,FALSE
4703044,FALSE
4703198,FALSE
4703267,FALSE
4703776,FALSE
4703892,FALSE
4704169,FALSE
4704351,FALSE
4704429,FALSE
4704480,TRUE
4704841,FALSE
4705221,FALSE
4705297,FALSE
4705428,FALSE
4705504,FALSE
4705576,FALSE
4705696,FALSE
4705827,FALSE
4705837,FALSE
4705862,FALSE
4705897,FALSE
4706264,FALSE
4706384,FALSE
4706409,FALSE
4706613,FALSE
4706629,FALSE
4707329,FALSE
4707474,FALSE
4707662,FALSE
4707672,FALSE
4708008,FALSE
4708137,FALSE
4708385,FALSE
4708567,FALSE
4708605,FALSE
4708677,FALSE
4708718,FALSE
4708740,FALSE
4708919,FALSE
4709082,FALSE
4709233,FALSE
4709396,FALSE
4709506,FALSE
4709604,FALSE
4709940,FALSE
4709959,FALSE
4709968,FALSE
4710103,FALSE
4710355,FALSE
4710508,FALSE
4710593,FALSE
4710747,FALSE
4710911,FALSE
4710920,FALSE
4710999,FALSE
4711165,FALSE
4711294,TRUE
4711341,FALSE
4711476,FALSE
4711655,FALSE
4711762,FALSE
4711900,FALSE
4712117,FALSE
4712148,FALSE
4712393,FALSE
4712481,FALSE
4712494,FALSE
4712569,FALSE
4712635,FALSE
4712660,FALSE
4712990,FALSE
4713129,FALSE
4713374,FALSE
4713446,FALSE
4713562,FALSE
4713751,FALSE
4713813,FALSE
4713914,FALSE
4713936,FALSE
4714071,FALSE
4714159,FALSE
4714900,FALSE
4714935,FALSE
4714957,FALSE
4715199,FALSE
4715208,FALSE
4715356,FALSE
4715604,FALSE
4715830,FALSE
4716421,FALSE
4716437,FALSE
4716452,FALSE
4716474,FALSE
4716628,FALSE
4716710,FALSE
4716723,FALSE
4717062,FALSE
4717159,FALSE
4717301,FALSE
4717480,FALSE
4717615,FALSE
4717800,FALSE
4718086,FALSE
4718095,FALSE
4718136,FALSE
4718165,TRUE
4718265,FALSE
4718394,FALSE
4718479,TRUE
4718529,FALSE
4718554,FALSE
4718570,FALSE
4718667,FALSE
4719151,FALSE
4719223,FALSE
4719355,FALSE
4719358,FALSE
4719453,FALSE
4719594,FALSE
4719676,FALSE
4719823,FALSE
4720398,FALSE
4720552,FALSE
4720577,FALSE
4720741,FALSE
4720838,FALSE
4720860,FALSE
4720901,FALSE
4721184,FALSE
4721234,FALSE
4721432,FALSE
4721466,FALSE
4721532,FALSE
4721573,FALSE
4721718,FALSE
4721862,FALSE
4721887,FALSE
4721978,FALSE
4722534,FALSE
4722588,FALSE
4722698,FALSE
4722767,FALSE
4722798,FALSE
4723166,FALSE
4723213,FALSE
4723248,FALSE
4723568,FALSE
4723659,FALSE
4723936,FALSE
4724149,FALSE
4724237,FALSE
4724507,FALSE
4725023,FALSE
4725076,FALSE
4725136,FALSE
4725170,FALSE
4725214,FALSE
4725249,FALSE
4725359,FALSE
4725403,FALSE
4725431,FALSE
4725566,FALSE
4725799,FALSE
4725887,FALSE
4725890,FALSE
4725993,FALSE
4726267,TRUE
4726703,FALSE
4727005,FALSE
4727137,FALSE
4727197,FALSE
4727259,FALSE
4727341,FALSE
4727423,FALSE
4727750,FALSE
4727963,FALSE
4728007,FALSE
4728064,FALSE
4728277,FALSE
4728450,FALSE
4728613,FALSE
4728833,FALSE
4728862,FALSE
4728956,FALSE
4729038,FALSE
4729082,FALSE
4729364,FALSE
4729367,FALSE
4729396,FALSE
4729553,FALSE
4730200,FALSE
4730599,FALSE
4730612,FALSE
4730907,FALSE
4730941,FALSE
4731042,FALSE
4731205,FALSE
4731409,FALSE
4731595,FALSE
4731774,FALSE
4731928,FALSE
4731944,FALSE
4731947,FALSE
4731997,FALSE
4732116,FALSE
4732129,FALSE
4732547,FALSE
4732694,FALSE
4732779,FALSE
4732961,FALSE
4733216,FALSE
4733426,FALSE
4733486,FALSE
4733577,FALSE
4733678,FALSE
4733709,FALSE
4734052,FALSE
4734092,FALSE
4734149,FALSE
4734158,FALSE
4734425,FALSE
4734429,FALSE
4734504,FALSE
4734520,FALSE
4734554,FALSE
4734815,FALSE
4734937,FALSE
4735095,FALSE
4735242,FALSE
4735509,FALSE
4735519,FALSE
4735556,FALSE
4735647,FALSE
4735845,FALSE
4736119,FALSE
4736138,FALSE
4736260,FALSE
4736304,FALSE
4736445,FALSE
4736565,FALSE
4737017,FALSE
4737124,FALSE
4737250,FALSE
4737526,FALSE
4737542,FALSE
4737567,FALSE
4737580,FALSE
4737642,FALSE
4737702,FALSE
4737718,FALSE
4737947,FALSE
4738101,FALSE
4738202,FALSE
4738227,FALSE
4738321,FALSE
4738400,FALSE
4738836,FALSE
4738839,FALSE
4739000,FALSE
4739292,FALSE
4739320,FALSE
4739361,FALSE
4739653,FALSE
4740146,FALSE
4740240,FALSE
4740350,FALSE
4740394,FALSE
4740913,FALSE
4740979,FALSE
4741419,FALSE
4741456,FALSE
4741660,FALSE
4741880,FALSE
4741921,FALSE
4742097,FALSE
4742157,FALSE
4742235,FALSE
4742336,FALSE
4742650,FALSE
4742700,FALSE
4742876,FALSE
4742905,FALSE
4743021,FALSE
4743052,FALSE
4743065,FALSE
4743150,FALSE
4743178,FALSE
4743467,FALSE
4743489,FALSE
4743850,FALSE
4743856,FALSE
4743938,FALSE
4744045,FALSE
4744058,FALSE
4744120,FALSE
4744180,FALSE
4744221,FALSE
4744343,FALSE
4744381,FALSE
4744833,FALSE
4744962,FALSE
4745060,FALSE
4745091,FALSE
4745264,FALSE
4745390,FALSE
4745644,FALSE
4745663,FALSE
4745697,FALSE
4745798,FALSE
4746043,FALSE
4746049,FALSE
4746056,FALSE
4746062,FALSE
4746147,FALSE
4746156,FALSE
4746188,FALSE
4746426,FALSE
4746464,FALSE
4746894,FALSE
4747124,FALSE
4747146,FALSE
4747149,FALSE
4747275,FALSE
4747469,FALSE
4747611,FALSE
4747633,FALSE
4747683,FALSE
4747787,FALSE
4747818,FALSE
4748022,FALSE
4748126,FALSE
4748160,FALSE
4748192,FALSE
4748324,FALSE
4748487,FALSE
4748541,FALSE
4748544,FALSE
4748663,FALSE
4748726,FALSE
4749053,FALSE
4749225,FALSE
4749260,FALSE
4749398,TRUE
4749558,FALSE
4749681,FALSE
4749948,FALSE
4750155,FALSE
4750416,FALSE
4750448,FALSE
4750699,FALSE
4750843,FALSE
4750875,FALSE
4750997,FALSE
4751032,FALSE
4751120,FALSE
4751148,FALSE
4751202,FALSE
4751239,FALSE
4751450,FALSE
4751761,FALSE
4751802,FALSE
4752125,FALSE
4752131,FALSE
4752153,FALSE
4752336,TRUE
4752584,FALSE
4752775,FALSE
4753020,FALSE
4753127,FALSE
4753193,FALSE
4753498,FALSE
4753523,FALSE
4753542,FALSE
4753696,FALSE
4753768,FALSE
4753897,FALSE
4753922,FALSE
4754189,FALSE
4754475,FALSE
4754645,FALSE
4754657,FALSE
4754786,FALSE
4755308,FALSE
4755471,FALSE
4755515,FALSE
4755656,FALSE
4755722,FALSE
4756106,FALSE
4756168,FALSE
4756303,FALSE
4756527,FALSE
4756611,FALSE
4756684,FALSE
4756787,FALSE
4756790,FALSE
4756841,FALSE
4756866,FALSE
4756982,FALSE
4756985,FALSE
4757378,FALSE
4758028,FALSE
4758031,FALSE
4758069,FALSE
4758760,FALSE
4758766,FALSE
4759021,FALSE
4759178,FALSE
4759209,FALSE
4759643,FALSE
4759709,FALSE
4759926,FALSE
4759963,FALSE
4760061,FALSE
4760300,FALSE
4760400,FALSE
4760538,FALSE
4760551,FALSE
4760620,FALSE
4760636,TRUE
4760642,FALSE
4760699,FALSE
4760711,FALSE
4760765,FALSE
4761050,FALSE
4761054,FALSE
4761079,FALSE
4761085,FALSE
4761377,FALSE
4761387,FALSE
4761625,FALSE
4761647,FALSE
4761660,FALSE
4761716,FALSE
4761779,FALSE
4761993,FALSE
4762147,FALSE
4762530,FALSE
4762719,FALSE
4762731,FALSE
4762882,FALSE
4763114,FALSE
4763124,FALSE
4763187,FALSE
4763391,FALSE
4763473,FALSE
4763780,FALSE
4763853,FALSE
4763985,FALSE
4764107,FALSE
4764267,FALSE
4764271,FALSE
4764324,FALSE
4764585,FALSE
4765056,FALSE
4765062,FALSE
4765285,FALSE
4765445,FALSE
4765455,FALSE
4765656,TRUE
4766024,FALSE
4766042,FALSE
4766068,FALSE
4766184,FALSE
4766253,FALSE
4766454,FALSE
4766570,FALSE
4766614,FALSE
4766963,FALSE
4767139,FALSE
4767343,FALSE
4767547,FALSE
4767582,FALSE
4767663,FALSE
4767852,FALSE
4767918,FALSE
4768050,FALSE
4768072,FALSE
4768132,FALSE
4768154,FALSE
4768455,FALSE
4768537,FALSE
4768631,FALSE
4768732,FALSE
4769115,FALSE
4769193,FALSE
4769241,FALSE
4769947,FALSE
4770101,FALSE
4770111,FALSE
4770145,FALSE
4770196,FALSE
4770422,FALSE
4770441,FALSE
4770472,FALSE
4770507,FALSE
4770617,FALSE
4770642,FALSE
4770830,FALSE
4771135,FALSE
4771292,FALSE
4771355,FALSE
4771364,TRUE
4771688,FALSE
4771795,FALSE
4771930,FALSE
4772577,FALSE
4772734,FALSE
4772750,FALSE
4772838,FALSE
4773020,FALSE
4773237,FALSE
4773334,FALSE
4773523,FALSE
4773824,FALSE
4773906,FALSE
4774000,FALSE
4774223,FALSE
4774339,FALSE
4774415,FALSE
4774663,FALSE
4774773,FALSE
4774789,FALSE
4774817,FALSE
4774908,FALSE
4774943,FALSE
4775002,FALSE
4775012,FALSE
4775197,FALSE
4775210,FALSE
4775288,FALSE
4775313,FALSE
4775414,TRUE
4775618,FALSE
4775653,FALSE
4775825,FALSE
4775866,FALSE
4775986,FALSE
4775995,FALSE
4776073,FALSE
4776095,FALSE
4776196,FALSE
4776246,FALSE
4776265,FALSE
4776297,FALSE
4776438,FALSE
4776469,FALSE
4776479,FALSE
4776545,FALSE
4776554,FALSE
4776560,FALSE
4776630,FALSE
4776975,FALSE
4777051,FALSE
4777195,FALSE
4777201,FALSE
4777490,FALSE
4777613,TRUE
4777616,FALSE
4777717,FALSE
4777720,FALSE
4778200,FALSE
4778216,FALSE
4779168,FALSE
4779212,FALSE
4779262,FALSE
4779410,FALSE
4779570,FALSE
4779897,FALSE
4780242,FALSE
4780377,FALSE
4780421,FALSE
4780679,FALSE
4780993,FALSE
4781373,FALSE
4781518,FALSE
4781524,FALSE
4781584,FALSE
4781854,FALSE
4781876,FALSE
4781898,FALSE
4781917,FALSE
4781920,FALSE
4782046,FALSE
4782577,FALSE
4782655,FALSE
4782749,FALSE
4782856,FALSE
4782925,FALSE
4783312,FALSE
4783494,FALSE
4783736,FALSE
4783962,FALSE
4783975,FALSE
4783981,FALSE
4784075,FALSE
4784345,FALSE
